Anno;Provincia produttore;Regione;Materiale;Materiale_ID;Quantita;Unita di misura
2025;GR;Toscana;Ammendante compostato misto;2;3440620;kg
2025;GR;Toscana;Altri Ammendanti;3;29414360;kg
2025;GR;Toscana;Aggregati riciclati;5;86312661;kg
2025;GR;Toscana;Rottami di alluminio;6;442359;kg
2025;GR;Toscana;Rottami di ferro e acciaio;8;6042466;kg
2025;GR;Toscana;Rottami di rame;9;3025;kg
2025;GR;Toscana;Carta e cartone;10;19058350;kg
2025;GR;Toscana;Granulato di Conglomerato bituminoso;20;18216390;kg
2025;GR;Toscana;Altro;23;136201645;kg
2025;IM;Liguria;Ammendante compostato verde;1;2882435;kg
2025;IM;Liguria;Aggregati riciclati;5;68479940;kg
2025;IM;Liguria;Rottami di ferro e acciaio;8;2905740;kg
2025;IM;Liguria;Carta e cartone;10;5231520;kg
2025;IM;Liguria;Granulato di Conglomerato bituminoso;20;11339490;kg
2025;IM;Liguria;Altro;23;12010124;kg
2025;IS;Molise;Aggregati riciclati;5;45859082;kg
2025;IS;Molise;Rottami di alluminio;6;2666837;kg
2025;IS;Molise;Rottami di ferro e acciaio;8;2886536;kg
2025;IS;Molise;Carta e cartone;10;4768270;kg
2025;IS;Molise;Plastica;11;1592910;kg
2025;IS;Molise;Granulato di Conglomerato bituminoso;20;9950;kg
2025;IS;Molise;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;21;457600;kg
2025;IS;Molise;Altro;23;161570;kg
2025;KR;Calabria;Aggregati riciclati;5;53463705;kg
2025;KR;Calabria;Rottami di alluminio;6;438265;kg
2025;KR;Calabria;Rottami di ferro e acciaio;8;24102718;kg
2025;KR;Calabria;Rottami di rame;9;263665;kg
2025;KR;Calabria;Carta e cartone;10;2405060;kg
2025;KR;Calabria;Plastica;11;558700;kg
2025;KR;Calabria;Altri Fertilizzanti;19;2181360;kg
2025;KR;Calabria;Granulato di Conglomerato bituminoso;20;624180;kg
2025;KR;Calabria;Altro;23;3761953;kg
2025;LC;Lombardia;Ammendante compostato misto;2;3465000;kg
2025;LC;Lombardia;Aggregati riciclati;5;254054290;kg
2025;LC;Lombardia;Rottami di alluminio;6;1459551;kg
2025;LC;Lombardia;Rottami di ferro e acciaio;8;145712926;kg
2025;LC;Lombardia;Rottami di rame;9;440247;kg
2025;LC;Lombardia;Carta e cartone;10;20895435;kg
2025;LC;Lombardia;Plastica;11;730917;kg
2025;LC;Lombardia;Legno e sughero;12;33493645;kg
2025;LC;Lombardia;Tessili;14;936596;kg
2025;LC;Lombardia;Granulato di Conglomerato bituminoso;20;17197026;kg
2025;LC;Lombardia;Altro;23;4901855;kg
2025;LE;Puglia;Ammendante compostato verde;1;1051050;kg
2025;LE;Puglia;Ammendante compostato misto;2;36510;kg
2025;LE;Puglia;Altri Ammendanti;3;643000;kg
2025;LE;Puglia;Aggregati riciclati;5;444094396;kg
2025;LE;Puglia;Rottami di alluminio;6;884964;kg
2025;LE;Puglia;Rottami di vetro;7;758725;kg
2025;LE;Puglia;Rottami di ferro e acciaio;8;79211187;kg
2025;LE;Puglia;Carta e cartone;10;70863591;kg
2025;LE;Puglia;Plastica;11;322626;kg
2025;LE;Puglia;Legno e sughero;12;2068034;kg
2025;LE;Puglia;Tessili;14;180570;kg
2025;LE;Puglia;Materiali ceramici;17;10000;kg
2025;LE;Puglia;Granulato di Conglomerato bituminoso;20;23375390;kg
2025;LE;Puglia;Gomma vulcanizzata da PFU;22;54710;kg
2025;LE;Puglia;Altro;23;63028353;kg
2025;LI;Toscana;Ammendante compostato verde;1;1226430;kg
2025;LI;Toscana;Aggregati riciclati;5;475946731;kg
2025;LI;Toscana;Rottami di ferro e acciaio;8;12970357;kg
2025;LI;Toscana;Rottami di rame;9;700;kg
2025;LI;Toscana;Carta e cartone;10;15997994;kg
2025;LI;Toscana;Materiali ceramici;17;10449320;kg
2025;LI;Toscana;Granulato di Conglomerato bituminoso;20;18278249;kg
2025;LI;Toscana;Altro;23;84842400;kg
2025;LO;Lombardia;Aggregati riciclati;5;378094125;kg
2025;LO;Lombardia;Rottami di alluminio;6;278668;kg
2025;LO;Lombardia;Rottami di ferro e acciaio;8;30615631;kg
2025;LO;Lombardia;Rottami di rame;9;13182;kg
2025;LO;Lombardia;Carta e cartone;10;12643010;kg
2025;LO;Lombardia;Correttivi da Fanghi;18;66451780;kg
2025;LO;Lombardia;Granulato di Conglomerato bituminoso;20;2120760;kg
2025;LO;Lombardia;Altro;23;244725315;kg
2025;LT;Lazio;Altri Ammendanti;3;363180;kg
2025;LT;Lazio;Aggregati riciclati;5;169140737;kg
2025;LT;Lazio;Rottami di alluminio;6;8067066;kg
2025;LT;Lazio;Rottami di ferro e acciaio;8;12733557;kg
2025;LT;Lazio;Rottami di rame;9;64618;kg
2025;LT;Lazio;Carta e cartone;10;2024140;kg
2025;LT;Lazio;Plastica;11;1865748;kg
2025;LT;Lazio;Granulato di Conglomerato bituminoso;20;70740324;kg
2025;LT;Lazio;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;21;117050;kg
2025;LT;Lazio;Gomma vulcanizzata da PFU;22;818640;kg
2025;LT;Lazio;Altro;23;72852367;kg
2025;LU;Toscana;Aggregati riciclati;5;426487378;kg
2025;LU;Toscana;Rottami di alluminio;6;249754;kg
2025;LU;Toscana;Rottami di ferro e acciaio;8;19156497;kg
2025;LU;Toscana;Rottami di rame;9;9029320;kg
2025;LU;Toscana;Carta e cartone;10;76751228;kg
2025;LU;Toscana;Plastica;11;3404243;kg
2025;LU;Toscana;Legno e sughero;12;15660;kg
2025;LU;Toscana;Tessili;14;189853;kg
2025;LU;Toscana;Granulato di Conglomerato bituminoso;20;54585953;kg
2025;LU;Toscana;Altro;23;15355908;kg
2025;MB;Lombardia;Aggregati riciclati;5;505259651;kg
2025;MB;Lombardia;Rottami di alluminio;6;5924638;kg
2025;MB;Lombardia;Rottami di ferro e acciaio;8;57060489;kg
2025;MB;Lombardia;Rottami di rame;9;1199262;kg
2025;MB;Lombardia;Carta e cartone;10;97845798;kg
2025;MB;Lombardia;Plastica;11;2944457;kg
2025;MB;Lombardia;Legno e sughero;12;5769985;kg
2025;MB;Lombardia;Tessili;14;334883;kg
2025;MB;Lombardia;Granulato di Conglomerato bituminoso;20;85332950;kg
2025;MB;Lombardia;Altro;23;42266031;kg
2025;MC;Marche;Ammendante compostato verde;1;35000;kg
2025;MC;Marche;Ammendante compostato misto;2;140000;kg
2025;MC;Marche;Aggregati riciclati;5;315227603;kg
2025;MC;Marche;Rottami di alluminio;6;3173155;kg
2025;MC;Marche;Rottami di ferro e acciaio;8;28812141;kg
2025;MC;Marche;Rottami di rame;9;3046068;kg
2025;MC;Marche;Carta e cartone;10;19909677;kg
2025;MC;Marche;Plastica;11;4103555;kg
2025;MC;Marche;Legno e sughero;12;200020;kg
2025;MC;Marche;Tessili;14;3536037;kg
2025;MC;Marche;Gomma;15;15692;kg
2025;MC;Marche;Altro;23;25313592;kg
2025;ME;Sicilia;Ammendante compostato verde;1;510;kg
2025;ME;Sicilia;Altri Ammendanti;3;247080;kg
2025;ME;Sicilia;Aggregati riciclati;5;187269504;kg
2025;ME;Sicilia;Carta e cartone;10;17767749;kg
2025;ME;Sicilia;Plastica;11;11830;kg
2025;ME;Sicilia;Tessili;14;189130;kg
2025;ME;Sicilia;Granulato di Conglomerato bituminoso;20;26834420;kg
2025;ME;Sicilia;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;21;4056610;kg
2025;ME;Sicilia;Altro;23;464892;kg
2025;MI;Lombardia;Ammendante compostato verde;1;18625662;kg
2025;MI;Lombardia;Ammendante compostato misto;2;23841160;kg
2025;MI;Lombardia;Aggregati riciclati;5;2104138718;kg
2025;MI;Lombardia;Rottami di alluminio;6;4551867;kg
2025;MI;Lombardia;Rottami di vetro;7;23406650;kg
2025;MI;Lombardia;Rottami di ferro e acciaio;8;362988210;kg
2025;MI;Lombardia;Rottami di rame;9;8753148;kg
2025;MI;Lombardia;Carta e cartone;10;544826760;kg
2025;MI;Lombardia;Plastica;11;32408902;kg
2025;MI;Lombardia;Legno e sughero;12;12473685;kg
2025;MI;Lombardia;CSS – combustibile;13;6866320;kg
2025;MI;Lombardia;Tessili;14;4436645;kg
2025;MI;Lombardia;Granulato di Conglomerato bituminoso;20;186486455;kg
2025;MI;Lombardia;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;21;12300;kg
2025;MI;Lombardia;Altro;23;169020152;kg
2025;MN;Lombardia;Ammendante compostato verde;1;1254460;kg
2025;MN;Lombardia;Altri Ammendanti;3;22325000;kg
2025;MN;Lombardia;Aggregati riciclati;5;503188907;kg
2025;MN;Lombardia;Rottami di alluminio;6;3728460;kg
2025;MN;Lombardia;Rottami di ferro e acciaio;8;9922623;kg
2025;MN;Lombardia;Carta e cartone;10;53118157;kg
2025;MN;Lombardia;Plastica;11;6528490;kg
2025;MN;Lombardia;Legno e sughero;12;9756400;kg
2025;MN;Lombardia;CSS – combustibile;13;650000;kg
2025;MN;Lombardia;Tessili;14;1440660;kg
2025;MN;Lombardia;Altri Fertilizzanti;19;14065450;kg
2025;MN;Lombardia;Granulato di Conglomerato bituminoso;20;92765302;kg
2025;MN;Lombardia;Altro;23;112391948;kg
2025;MO;Emilia Romagna;Ammendante compostato verde;1;221760;kg
2025;MO;Emilia Romagna;Ammendante compostato misto;2;9857320;kg
2025;MO;Emilia Romagna;Altri Ammendanti;3;5030000;kg
2025;MO;Emilia Romagna;Aggregati riciclati;5;622533203;kg
2025;MO;Emilia Romagna;Rottami di alluminio;6;1254110;kg
2025;MO;Emilia Romagna;Rottami di vetro;7;147928079;kg
2025;MO;Emilia Romagna;Rottami di ferro e acciaio;8;103480273;kg
2025;MO;Emilia Romagna;Rottami di rame;9;117930;kg
2025;MO;Emilia Romagna;Carta e cartone;10;77575025;kg
2025;MO;Emilia Romagna;Plastica;11;2966823;kg
2025;MO;Emilia Romagna;CSS – combustibile;13;9000000;kg
2025;MO;Emilia Romagna;Materiali ceramici;17;201837938;kg
2025;MO;Emilia Romagna;Correttivi da Fanghi;18;32500;kg
2025;MO;Emilia Romagna;Granulato di Conglomerato bituminoso;20;186490770;kg
2025;MO;Emilia Romagna;Altro;23;212908690;kg
2025;MS;Toscana;Aggregati riciclati;5;62699691;kg
2025;MS;Toscana;Rottami di alluminio;6;13156;kg
2025;MS;Toscana;Rottami di ferro e acciaio;8;956140;kg
2025;MS;Toscana;Rottami di rame;9;2507;kg
2025;MS;Toscana;Carta e cartone;10;2333689;kg
2025;MS;Toscana;Granulato di Conglomerato bituminoso;20;7533780;kg
2025;MS;Toscana;Altro;23;35558542;kg
2025;MT;Basilicata;Aggregati riciclati;5;127871610;kg
2025;MT;Basilicata;Rottami di alluminio;6;110710;kg
2025;MT;Basilicata;Rottami di ferro e acciaio;8;10082344;kg
2025;MT;Basilicata;Rottami di rame;9;29160;kg
2025;MT;Basilicata;Carta e cartone;10;27469800;kg
2025;MT;Basilicata;Plastica;11;12705182;kg
2025;MT;Basilicata;Legno e sughero;12;105180;kg
2025;MT;Basilicata;CSS – combustibile;13;13590000;kg
2025;MT;Basilicata;Materiali ceramici;17;4550270;kg
2025;MT;Basilicata;Granulato di Conglomerato bituminoso;20;73008030;kg
2025;MT;Basilicata;Altro;23;5400947;kg
2025;NA;Campania;Ammendante compostato misto;2;24714246;kg
2025;NA;Campania;Aggregati riciclati;5;1437201433;kg
2025;NA;Campania;Rottami di alluminio;6;1502394;kg
2025;NA;Campania;Rottami di vetro;7;800;kg
2025;NA;Campania;Rottami di ferro e acciaio;8;50271321;kg
2025;NA;Campania;Rottami di rame;9;889701;kg
2025;NA;Campania;Carta e cartone;10;136844241;kg
2025;NA;Campania;Plastica;11;15235774;kg
2025;NA;Campania;Tessili;14;22694486;kg
2025;NA;Campania;Granulato di Conglomerato bituminoso;20;8151380;kg
2025;NA;Campania;Altro;23;51621086;kg
2025;NO;Piemonte;Ammendante compostato verde;1;0;
2025;NO;Piemonte;Ammendante compostato verde;1;300000;kg
2025;NO;Piemonte;Altri Ammendanti;3;37800000;kg
2025;NO;Piemonte;Aggregati riciclati;5;0;
2025;NO;Piemonte;Aggregati riciclati;5;428331058;kg
2025;NO;Piemonte;Rottami di alluminio;6;3272926;kg
2025;NO;Piemonte;Rottami di ferro e acciaio;8;13364240;kg
2025;NO;Piemonte;Rottami di rame;9;6087;kg
2025;NO;Piemonte;Carta e cartone;10;8454025;kg
2025;NO;Piemonte;Plastica;11;19942138;kg
2025;NO;Piemonte;Granulato di Conglomerato bituminoso;20;30409800;kg
2025;NO;Piemonte;Altro;23;0;
2025;NO;Piemonte;Altro;23;163698659;kg
2025;NU;Sardegna;Ammendante compostato misto;2;3109250;kg
2025;NU;Sardegna;Rottami di alluminio;6;38194;kg
2025;NU;Sardegna;Rottami di ferro e acciaio;8;1390690;kg
2025;NU;Sardegna;Rottami di rame;9;324;kg
2025;NU;Sardegna;Carta e cartone;10;16701060;kg
2025;NU;Sardegna;Plastica;11;3140;kg
2025;NU;Sardegna;Granulato di Conglomerato bituminoso;20;20628138;kg
2025;OG;Sardegna;Ammendante compostato misto;2;648070;kg
2025;OR;Sardegna;Ammendante compostato misto;2;6800240;kg
2025;OR;Sardegna;Aggregati riciclati;5;226599917;kg
2025;OR;Sardegna;Rottami di ferro e acciaio;8;1195060;kg
2025;OR;Sardegna;Carta e cartone;10;9862000;kg
2025;OR;Sardegna;Plastica;11;110300;kg
2025;OR;Sardegna;Granulato di Conglomerato bituminoso;20;13874920;kg
2025;OR;Sardegna;Altro;23;960650;kg
2025;OT;Sardegna;Aggregati riciclati;5;10474480;kg
2025;PA;Sicilia;Ammendante compostato verde;1;2382520;kg
2025;PA;Sicilia;Aggregati riciclati;5;686544724;kg
2025;PA;Sicilia;Rottami di alluminio;6;1673389;kg
2025;PA;Sicilia;Rottami di ferro e acciaio;8;12700178;kg
2025;PA;Sicilia;Rottami di rame;9;12480;kg
2025;PA;Sicilia;Carta e cartone;10;22076597;kg
2025;PA;Sicilia;Plastica;11;52926;kg
2025;PA;Sicilia;Gomma;15;3489660;kg
2025;PA;Sicilia;Granulato di Conglomerato bituminoso;20;84088260;kg
2025;PA;Sicilia;Gomma vulcanizzata da PFU;22;4142308;kg
2025;PA;Sicilia;Altro;23;24529035;kg
2025;PC;Emilia Romagna;Ammendante compostato verde;1;4260232;kg
2025;PC;Emilia Romagna;Ammendante compostato misto;2;5887810;kg
2025;PC;Emilia Romagna;Aggregati riciclati;5;249341702;kg
2025;PC;Emilia Romagna;Rottami di alluminio;6;941059;kg
2025;PC;Emilia Romagna;Rottami di ferro e acciaio;8;25452334;kg
2025;PC;Emilia Romagna;Rottami di rame;9;18830;kg
2025;PC;Emilia Romagna;Carta e cartone;10;45450333;kg
2025;PC;Emilia Romagna;Plastica;11;5402238;kg
2025;PC;Emilia Romagna;Legno e sughero;12;427132528;kg
2025;PC;Emilia Romagna;Correttivi da Fanghi;18;41710640;kg
2025;PC;Emilia Romagna;Granulato di Conglomerato bituminoso;20;69951520;kg
2025;PC;Emilia Romagna;Altro;23;5432720;kg
2025;PD;Veneto;Ammendante compostato verde;1;3573000;kg
2025;PD;Veneto;Ammendante compostato misto;2;29623434;kg
2025;PD;Veneto;Altri Ammendanti;3;58140;kg
2025;PD;Veneto;Aggregati riciclati;5;637976989;kg
2025;PD;Veneto;Rottami di alluminio;6;8522940;kg
2025;PD;Veneto;Rottami di ferro e acciaio;8;561250973;kg
2025;PD;Veneto;Rottami di rame;9;4974143;kg
2025;PD;Veneto;Carta e cartone;10;123177110;kg
2025;PD;Veneto;Plastica;11;23034635;kg
2025;PD;Veneto;Legno e sughero;12;818465;kg
2025;PD;Veneto;Tessili;14;931388;kg
2025;PD;Veneto;Gomma;15;584082;kg
2025;PD;Veneto;Granulato di Conglomerato bituminoso;20;226927620;kg
2025;PD;Veneto;Altro;23;113577904;kg
2025;PE;Abruzzo;Aggregati riciclati;5;157175471;kg
2025;PE;Abruzzo;Rottami di alluminio;6;130960;kg
2025;PE;Abruzzo;Rottami di vetro;7;800;kg
2025;PE;Abruzzo;Rottami di ferro e acciaio;8;20875513;kg
2025;PE;Abruzzo;Rottami di rame;9;6000;kg
2025;PE;Abruzzo;Carta e cartone;10;9415338;kg
2025;PE;Abruzzo;Plastica;11;24473;kg
2025;PE;Abruzzo;Tessili;14;400;kg
2025;PE;Abruzzo;Granulato di Conglomerato bituminoso;20;35390490;kg
2025;PE;Abruzzo;Gomma vulcanizzata da PFU;22;1000;kg
2025;PE;Abruzzo;Altro;23;3302244;kg
2025;PG;Umbria;Ammendante compostato verde;1;869268;kg
2025;PG;Umbria;Ammendante compostato misto;2;9833522;kg
2025;PG;Umbria;Aggregati riciclati;5;279834948;kg
2025;PG;Umbria;Rottami di alluminio;6;478410;kg
2025;PG;Umbria;Rottami di vetro;7;149652047;kg
2025;PG;Umbria;Rottami di ferro e acciaio;8;70305429;kg
2025;PG;Umbria;Rottami di rame;9;76540;kg
2025;PG;Umbria;Carta e cartone;10;61879619;kg
2025;PG;Umbria;Plastica;11;24847954;kg
2025;PG;Umbria;Legno e sughero;12;43040;kg
2025;PG;Umbria;Tessili;14;3624680;kg
2025;PG;Umbria;Granulato di Conglomerato bituminoso;20;102435873;kg
2025;PG;Umbria;Altro;23;71115488;kg
2025;PI;Toscana;Aggregati riciclati;5;64072484;kg
2025;PI;Toscana;Rottami di alluminio;6;5450864;kg
2025;PI;Toscana;Rottami di ferro e acciaio;8;238313875;kg
2025;PI;Toscana;Rottami di rame;9;187793;kg
2025;PI;Toscana;Carta e cartone;10;2136240;kg
2025;PI;Toscana;Plastica;11;694726;kg
2025;PI;Toscana;Legno e sughero;12;14371309;kg
2025;PI;Toscana;Altri Fertilizzanti;19;14322294;kg
2025;PI;Toscana;Granulato di Conglomerato bituminoso;20;30523091;kg
2025;PI;Toscana;Altro;23;78216548;kg
2025;PN;Friuli Venezia Giulia;Ammendante compostato verde;1;10447764;kg
2025;PN;Friuli Venezia Giulia;Ammendante compostato misto;2;53700000;kg
2025;PN;Friuli Venezia Giulia;Aggregati riciclati;5;574226144;kg
2025;PN;Friuli Venezia Giulia;Rottami di alluminio;6;484100;kg
2025;PN;Friuli Venezia Giulia;Rottami di vetro;7;141964578;kg
2025;PN;Friuli Venezia Giulia;Rottami di ferro e acciaio;8;25239050;kg
2025;PN;Friuli Venezia Giulia;Rottami di rame;9;140250;kg
2025;PN;Friuli Venezia Giulia;Carta e cartone;10;29439708;kg
2025;PN;Friuli Venezia Giulia;Plastica;11;2137693;kg
2025;PN;Friuli Venezia Giulia;Legno e sughero;12;3043088;kg
2025;PN;Friuli Venezia Giulia;Tessili;14;82901;kg
2025;PN;Friuli Venezia Giulia;Granulato di Conglomerato bituminoso;20;99981680;kg
2025;PN;Friuli Venezia Giulia;Altro;23;93269869;kg
2025;PO;Toscana;Aggregati riciclati;5;158452933;kg
2025;PO;Toscana;Rottami di alluminio;6;77800;kg
2025;PO;Toscana;Rottami di ferro e acciaio;8;8465590;kg
2025;PO;Toscana;Carta e cartone;10;55107112;kg
2025;PO;Toscana;Plastica;11;597057;kg
2025;PO;Toscana;Tessili;14;19323133;kg
2025;PO;Toscana;Gomma;15;37500;kg
2025;PO;Toscana;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;21;20100;kg
2025;PO;Toscana;Altro;23;5486300;kg
2025;PR;Emilia Romagna;Ammendante compostato misto;2;233215;kg
2025;PR;Emilia Romagna;Aggregati riciclati;5;248873360;kg
2025;PR;Emilia Romagna;Rottami di alluminio;6;590702;kg
2025;PR;Emilia Romagna;Rottami di vetro;7;30000;kg
2025;PR;Emilia Romagna;Rottami di ferro e acciaio;8;106853544;kg
2025;PR;Emilia Romagna;Rottami di rame;9;368765;kg
2025;PR;Emilia Romagna;Carta e cartone;10;84195145;kg
2025;PR;Emilia Romagna;Plastica;11;6535257;kg
2025;PR;Emilia Romagna;Legno e sughero;12;442664;kg
2025;PR;Emilia Romagna;Tessili;14;700141;kg
2025;PR;Emilia Romagna;Gomma;15;418910;kg
2025;PR;Emilia Romagna;Granulato di Conglomerato bituminoso;20;52628940;kg
2025;PR;Emilia Romagna;Altro;23;10632591;kg
2025;PT;Toscana;Aggregati riciclati;5;190196800;kg
2025;PT;Toscana;Rottami di ferro e acciaio;8;7933280;kg
2025;PT;Toscana;Carta e cartone;10;22704360;kg
2025;PT;Toscana;Plastica;11;1227564;kg
2025;PT;Toscana;Legno e sughero;12;531927;kg
2025;PT;Toscana;Tessili;14;99437;kg
2025;PT;Toscana;Granulato di Conglomerato bituminoso;20;112549100;kg
2025;PT;Toscana;Altro;23;117677;kg
2025;PU;Marche;Ammendante compostato verde;1;1550000;kg
2025;PU;Marche;Aggregati riciclati;5;60096795;kg
2025;PU;Marche;Rottami di alluminio;6;1995783;kg
2025;PU;Marche;Rottami di vetro;7;20822030;kg
2025;PU;Marche;Rottami di ferro e acciaio;8;26751346;kg
2025;PU;Marche;Rottami di rame;9;252366;kg
2025;PU;Marche;Carta e cartone;10;14795910;kg
2025;PU;Marche;Plastica;11;1896094;kg
2025;PU;Marche;Legno e sughero;12;1896376;kg
2025;PU;Marche;Granulato di Conglomerato bituminoso;20;2972550;kg
2025;PU;Marche;Altro;23;4992118;kg
2025;PV;Lombardia;Ammendante compostato verde;1;6442430;kg
2025;PV;Lombardia;Ammendante compostato misto;2;21128174;kg
2025;PV;Lombardia;Altri Ammendanti;3;76961890;kg
2025;PV;Lombardia;Aggregati riciclati;5;1002375308;kg
2025;PV;Lombardia;Rottami di alluminio;6;470437;kg
2025;PV;Lombardia;Rottami di vetro;7;29600;kg
2025;PV;Lombardia;Rottami di ferro e acciaio;8;23287117;kg
2025;PV;Lombardia;Rottami di rame;9;58746;kg
2025;PV;Lombardia;Carta e cartone;10;8488951;kg
2025;PV;Lombardia;Plastica;11;29555909;kg
2025;PV;Lombardia;Legno e sughero;12;1313913;kg
2025;PV;Lombardia;Cuoio;16;518480;kg
2025;PV;Lombardia;Correttivi da Fanghi;18;294298701;kg
2025;PV;Lombardia;Altri Fertilizzanti;19;5035000;kg
2025;PV;Lombardia;Granulato di Conglomerato bituminoso;20;36968960;kg
2025;PV;Lombardia;Altro;23;141174684;kg
2025;PZ;Basilicata;Aggregati riciclati;5;128045209;kg
2025;PZ;Basilicata;Rottami di alluminio;6;3174727;kg
2025;PZ;Basilicata;Rottami di vetro;7;32640;kg
2025;PZ;Basilicata;Rottami di ferro e acciaio;8;199195743;kg
2025;PZ;Basilicata;Rottami di rame;9;1245;kg
2025;PZ;Basilicata;Carta e cartone;10;6215123;kg
2025;PZ;Basilicata;Plastica;11;2720561;kg
2025;PZ;Basilicata;CSS – combustibile;13;12609507;kg
2025;PZ;Basilicata;Gomma;15;8970793;kg
2025;PZ;Basilicata;Granulato di Conglomerato bituminoso;20;2806535;kg
2025;PZ;Basilicata;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;21;103940;kg
2025;PZ;Basilicata;Altro;23;269897;kg
2025;RA;Emilia Romagna;Ammendante compostato verde;1;16152125;kg
2025;RA;Emilia Romagna;Ammendante compostato misto;2;7958300;kg
2025;RA;Emilia Romagna;Altri Ammendanti;3;69286910;kg
2025;RA;Emilia Romagna;Aggregati riciclati;5;254605607;kg
2025;RA;Emilia Romagna;Rottami di alluminio;6;61786;kg
2025;RA;Emilia Romagna;Rottami di ferro e acciaio;8;42514766;kg
2025;RA;Emilia Romagna;Rottami di rame;9;3394087;kg
2025;RA;Emilia Romagna;Carta e cartone;10;34917815;kg
2025;RA;Emilia Romagna;Plastica;11;2144500;kg
2025;RA;Emilia Romagna;CSS – combustibile;13;28774800;kg
2025;RA;Emilia Romagna;Gomma;15;326940;kg
2025;RA;Emilia Romagna;Correttivi da Fanghi;18;73668920;kg
2025;RA;Emilia Romagna;Granulato di Conglomerato bituminoso;20;3625900;kg
2025;RA;Emilia Romagna;Gomma vulcanizzata da PFU;22;617000;kg
2025;RA;Emilia Romagna;Altro;23;150471394;kg
2025;RC;Calabria;Ammendante compostato misto;2;13735532;kg
2025;RC;Calabria;Altri Ammendanti;3;273500;kg
2025;RC;Calabria;Aggregati riciclati;5;62567511;kg
2025;RC;Calabria;Rottami di ferro e acciaio;8;650000;kg
2025;RC;Calabria;Carta e cartone;10;4937578;kg
2025;RC;Calabria;Plastica;11;36020;kg
2025;RC;Calabria;Legno e sughero;12;48660;kg
2025;RC;Calabria;Granulato di Conglomerato bituminoso;20;357875;kg
2025;RC;Calabria;Altro;23;3238045;kg
2025;RE;Emilia Romagna;Ammendante compostato misto;2;10806540;kg
2025;RE;Emilia Romagna;Altri Ammendanti;3;40486220;kg
2025;RE;Emilia Romagna;Aggregati riciclati;5;227250608;kg
2025;RE;Emilia Romagna;Rottami di alluminio;6;563447;kg
2025;RE;Emilia Romagna;Rottami di vetro;7;13220;kg
2025;RE;Emilia Romagna;Rottami di ferro e acciaio;8;57282566;kg
2025;RE;Emilia Romagna;Rottami di rame;9;70412;kg
2025;RE;Emilia Romagna;Carta e cartone;10;24751176;kg
2025;RE;Emilia Romagna;Plastica;11;5147811;kg
2025;RE;Emilia Romagna;Legno e sughero;12;43998150;kg
2025;RE;Emilia Romagna;Tessili;14;1391270;kg
2025;RE;Emilia Romagna;Materiali ceramici;17;18936970;kg
2025;RE;Emilia Romagna;Granulato di Conglomerato bituminoso;20;10652026;kg
2025;RE;Emilia Romagna;Altro;23;28827042;kg
2025;RG;Sicilia;Ammendante compostato misto;2;2743000;kg
2025;RG;Sicilia;Altri Ammendanti;3;99600;kg
2025;RG;Sicilia;Aggregati riciclati;5;123056125;kg
2025;RG;Sicilia;Rottami di alluminio;6;131304;kg
2025;RG;Sicilia;Rottami di ferro e acciaio;8;98976;kg
2025;RG;Sicilia;Plastica;11;32695380;kg
2025;RG;Sicilia;Granulato di Conglomerato bituminoso;20;11590793;kg
2025;RG;Sicilia;Altro;23;94893;kg
2025;RI;Lazio;Aggregati riciclati;5;121248560;kg
2025;RI;Lazio;Rottami di ferro e acciaio;8;150;kg
2025;RI;Lazio;Granulato di Conglomerato bituminoso;20;8098000;kg
2025;RI;Lazio;Altro;23;11379169;kg
2025;RM;Lazio;Ammendante compostato verde;1;10797150;kg
2025;RM;Lazio;Ammendante compostato misto;2;6364790;kg
2025;RM;Lazio;Aggregati riciclati;5;852328966;kg
2025;RM;Lazio;Rottami di alluminio;6;8988030;kg
2025;RM;Lazio;Rottami di ferro e acciaio;8;148239217;kg
2025;RM;Lazio;Rottami di rame;9;2991416;kg
2025;RM;Lazio;Carta e cartone;10;250554131;kg
2025;RM;Lazio;Plastica;11;5849926;kg
2025;RM;Lazio;Legno e sughero;12;426219;kg
2025;RM;Lazio;CSS – combustibile;13;20857290;kg
2025;RM;Lazio;Tessili;14;1438589;kg
2025;RM;Lazio;Granulato di Conglomerato bituminoso;20;412497353;kg
2025;RM;Lazio;Altro;23;44374707;kg
2025;RN;Emilia Romagna;Ammendante compostato misto;2;4000050;kg
2025;RN;Emilia Romagna;Aggregati riciclati;5;404754536;kg
2025;RN;Emilia Romagna;Rottami di alluminio;6;1095292;kg
2025;RN;Emilia Romagna;Rottami di ferro e acciaio;8;29480018;kg
